Sentence,Sentiment,Etiqueta
"but volume is very poor, The fair value of the company 's investment properties went down to EUR2, $DPZ broke out now of his bull flag channel and make new highs, 769 bn at the end of September 2009 from EUR2.",positive,incorrecta
"$130?, where do you see the bottom? $SPY, The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011.",positive,incorrecta
"2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC, https://t.",positive,incorrecta
"Arm slammed by handset sales outlook, 000 from EUR 600.",positive,incorrecta
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005, an increase of 4.5 percent on the previous year, Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale.",negative,incorrecta
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral,correcta
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,correcta
$vxx adding to position here !,positive,correcta
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,negative,correcta
"plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . '', Bristol Port, HSBC Says Unit to Book $585 Million Charge on Settlement.",negative,incorrecta
"( ADP News ) - Dec 11, 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera, Food sales totalled EUR 323.5 mn in October 2009.",negative,incorrecta
"The company is well positioned in Brazil and Uruguay, Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments.",positive,incorrecta
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",negative,correcta
All rights reserved .,neutral,correcta
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",neutral,correcta
"`` Soon after , the collisions started . ''",neutral,correcta
"After the reporting period, BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation ., Ruling sets lower limit on potential fine for BP.",positive,incorrecta
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative,correcta
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative,correcta
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,correcta
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,positive,correcta
"In sales volume, In the fourth quarter of 2008, net sales increased by 2 % to EUR 1.",positive,incorrecta
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,neutral,correcta
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",positive,correcta
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,correcta
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,positive,correcta
"The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution, However.",positive,incorrecta
"Market Report: Aviva tops the market as traders approve of its choice of Friends, and the situation is expected to remain unstable for the rest of the year .",positive,incorrecta
"Market getting crushed today, Sumatra and Batam ., $KIOR My god, high capacity Nokia Flexi WCDMA base station in East Java.",positive,incorrecta
"Consumption is forecast to grow by about 2 %, In the fourth quarter of 2008, net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",positive,incorrecta
"8 million from EUR 59, controlled by the Finnish brewery Olvi, achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",positive,incorrecta
"compared to a net loss of 299, JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct.",positive,incorrecta
"Talvivaara also maintains its assumption of turning cash flow positive before the year end, Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago.",positive,incorrecta
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,neutral,correcta
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,correcta
The aim is to increase sales by at least one fifth in 2006 .,positive,correcta
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",neutral,correcta
"traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri, Performance in the second half of 2009 exceeded expectations.",positive,incorrecta
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007, down from EUR 62.4 mn a year earlier ., posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres ., Svyturys-Utenos Alus.",positive,incorrecta
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",neutral,correcta
Tesco share price down as grocer faces SFO investigation outcome,negative,correcta
Rio Tinto CEO says iron ore market at equilibrium,neutral,correcta
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units, Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller, in southern and central Finland.",negative,incorrecta
"$RSH - looking for first profitable quarter in 3 years!!!  ;), @gakrum nice chart shows distinctive down channel not a dip.",negative,incorrecta
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",neutral,correcta
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral,correcta
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros, As a result some 20 persons will no longer be needed.",negative,incorrecta
Diageo Shares Surge on Report of Possible Takeover by Lemann,positive,correcta
"and Slovakia ., Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout, the Czech Republic.",negative,incorrecta
`` Management decided at the end of 2005 to increase cathode copper capacity .,neutral,correcta
The solution will be installed in the USA to support the North American operations of the customer .,neutral,correcta
The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,neutral,correcta
"5 million from +é 9, 4 million at the end of 2007, may feed off $TSLA momentum run lately.",positive,incorrecta
"In Middle East & North Africa, partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",positive,incorrecta
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral,correcta
SABMiller buys Meantime to quench thirst for craft beer,positive,correcta
"the group will trim fixed costs ., $CNDO 21% short float, shorts likely to take profits into close, By cutting the number of plants.",negative,incorrecta
"30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers, co/LSahepdqhD    #stocktrading.",negative,incorrecta
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009, co/jnB4c9vdCu, Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t, compared to a profit of EUR 0.6 mn a year ago .",positive,incorrecta
"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",neutral,correcta
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,correcta
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative,correcta
"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",positive,correcta
